id,Title,Type,Volumes,releaseData,endData,page_url,image_url,,,,
,Kuro Hakushaku wa Hoshi wo Mederu,Manga,12,2013,2018,https://myanimelist.net/manga/80483/Kuro_Hakushaku_wa_Hoshi_wo_Mederu,https://cdn.myanimelist.net/r/100x140/images/manga/1/209956.jpg?s=849799f171087a8c9b8fc07b2a5a8f92,,,,
,Zero,Manhwa,10,,,https://myanimelist.net/manga/3885/Zero,https://cdn.myanimelist.net/r/100x140/images/manga/2/11366.jpg?s=005a05ae4ea4498179d4465256313f95,,,,
,Sabage-bu!,Manga,13,2010,2016,https://myanimelist.net/manga/36643/Sabage-bu,https://cdn.myanimelist.net/r/100x140/images/manga/1/186346.jpg?s=4b2bd23bb08ffcaed6eeee16fc5c7232,,,,
,Wizards Nation,Manga,4,,,https://myanimelist.net/manga/18384/Wizards_Nation,https://cdn.myanimelist.net/r/100x140/images/manga/1/28159.jpg?s=1aa10ca3da8072c0e9149280253d1735,,,,
,Toritsu Mizushou!,Manga,22,2003,2009,https://myanimelist.net/manga/3036/Toritsu_Mizushou,https://cdn.myanimelist.net/r/100x140/images/manga/1/3289.jpg?s=e19c928e9668aad2642ae28cad0dbb84,,,,
,Tales of the Abyss,Manga,8,2005,2010,https://myanimelist.net/manga/1756/Tales_of_the_Abyss,https://cdn.myanimelist.net/r/100x140/images/manga/4/76233.jpg?s=3cae13740ffd25e330beaa56434df1b9,,,,
,Fate/Grand Order: Okita Souji Makuai no Monogatari - Koko ni,One-shot,,2022,2022,https://myanimelist.net/manga/145969/Fate_Grand_Order__Okita_Souji_Makuai_no_Monogatari_-_Koko_ni,https://cdn.myanimelist.net/r/100x140/images/manga/1/263535.jpg?s=c95aab50f18c9816c892f4ebd9bc267b,,,,
,Senyuu.,Manga,2,2012,2013,https://myanimelist.net/manga/42531/Senyuu,https://cdn.myanimelist.net/r/100x140/images/manga/2/260356.jpg?s=a49ccc0ec648851ac81e02c7e4223755,,,,
,Toaru Meoto no Nichijou,Manga,3,2016,2021,https://myanimelist.net/manga/118567/Toaru_Meoto_no_Nichijou,https://cdn.myanimelist.net/r/100x140/images/manga/2/219472.jpg?s=87459c8faae8f95f72d0f050e1da10c5,,,,
,Psychometrer,Manga,15,2011,2014,https://myanimelist.net/manga/41023/Psychometrer,https://cdn.myanimelist.net/r/100x140/images/manga/1/145069.jpg?s=b0712b955b470218d685ba4dfcb2cbf5,,,,
,They Say I Was Born a King's Daughter,Manhwa,,2016,2021,https://myanimelist.net/manga/147634/They_Say_I_Was_Born_a_Kings_Daughter,https://cdn.myanimelist.net/r/100x140/images/manga/1/261914.jpg?s=e4351777ef58f28ab677ad0b52e97ef6,,,,
,Yacchimai na!,Manga,1,2008,2008,https://myanimelist.net/manga/10081/Yacchimai_na,https://cdn.myanimelist.net/r/100x140/images/manga/3/16223.jpg?s=9e619a514ea5f435a54f1f9afef17e40,,,,
,Smarg wa Utawanai,One-shot,,2010,2010,https://myanimelist.net/manga/17912/Smarg_wa_Utawanai,https://cdn.myanimelist.net/r/100x140/images/manga/3/27495.jpg?s=b56e987647798d31ca46c689636aff38,,,,
,Grape☆Pine,Manga,1,,,https://myanimelist.net/manga/20279/Grape☆Pine,https://cdn.myanimelist.net/r/100x140/images/manga/1/31965.jpg?s=510fa99f7299381d4bcf3fc5022864ad,,,,
,Isekai no Shikisai,Manga,1,2015,2015,https://myanimelist.net/manga/102161/Isekai_no_Shikisai,https://cdn.myanimelist.net/r/100x140/images/manga/1/189234.jpg?s=30307a2dbeee85ef1b1c37221b9399c9,,,,
,Rurouni Kenshin: Meiji Kenkaku Romantan - Hokkaido-hen,Manga,,2016,,https://myanimelist.net/manga/105837/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Hokkaido-hen,https://cdn.myanimelist.net/r/100x140/images/manga/3/211412.jpg?s=49e540b5d9a1eb732b8acac57d50f488,,,,
,My Broken Mariko,Manga,1,2019,2019,https://myanimelist.net/manga/123812/My_Broken_Mariko,https://cdn.myanimelist.net/r/100x140/images/manga/3/226196.jpg?s=d2db7a057b5180f414adfd3ff08e973b,,,,
,Chikyuu wa Boku ga Mawasu,Manga,1,2012,2014,https://myanimelist.net/manga/99143/Chikyuu_wa_Boku_ga_Mawasu,https://cdn.myanimelist.net/r/100x140/images/manga/3/178908.jpg?s=d61721254571efcb976098a830463c07,,,,
,Mononogatari,Manga,16,2014,2023,https://myanimelist.net/manga/70663/Mononogatari,https://cdn.myanimelist.net/r/100x140/images/manga/3/158505.jpg?s=f7a6718e7667a71b9f2c515de831afc7,,,,
,Suiren,Manga,1,2008,2011,https://myanimelist.net/manga/25544/Suiren,https://cdn.myanimelist.net/r/100x140/images/manga/2/41109.jpg?s=67a397343296ccb43013af90c3f54911,,,,
,Onikirimaru,Manga,20,,,https://myanimelist.net/manga/5877/Onikirimaru,https://cdn.myanimelist.net/r/100x140/images/manga/2/136937.jpg?s=520379b85c58409b83ab6e3bde5a432f,,,,
,Link: Boku to Kimi no Aida,Manga,1,2009,2010,https://myanimelist.net/manga/20455/Link__Boku_to_Kimi_no_Aida,https://cdn.myanimelist.net/r/100x140/images/manga/1/152657.jpg?s=8a45913ac826a90d0e0f2804aa9a6de2,,,,
,Pocket Monsters BW-hen,Manga,4,2011,2013,https://myanimelist.net/manga/82513/Pocket_Monsters_BW-hen,https://cdn.myanimelist.net/r/100x140/images/manga/1/142905.jpg?s=f55e833db64a625615d504aa0c4de6a9,,,,
,Monte Carlo no Ame,One-shot,,2014,2014,https://myanimelist.net/manga/90000/Monte_Carlo_no_Ame,https://cdn.myanimelist.net/r/100x140/images/manga/3/273671.jpg?s=2b8dfc91519f35666d3787a875ff764b,,,,
,Dois Sol,Manga,2,2011,2011,https://myanimelist.net/manga/24363/Dois_Sol,https://cdn.myanimelist.net/r/100x140/images/manga/4/41857.jpg?s=9c8988fb52fd8ef33e9fd4706bd2e8b3,,,,
,Kyoukaisenjou no Horizon,Manga,6,2011,2015,https://myanimelist.net/manga/37783/Kyoukaisenjou_no_Horizon,https://cdn.myanimelist.net/r/100x140/images/manga/2/150960.jpg?s=0d148ba5bc7d7221ca646fe7e2256519,,,,
,Sekishoku Elegy,Manga,1,1969,1970,https://myanimelist.net/manga/9138/Sekishoku_Elegy,https://cdn.myanimelist.net/r/100x140/images/manga/1/180926.jpg?s=5f787e4e67a4a1d2323f9f94c44fa451,,,,
,Steins Gate!,Manga,2,2011,2012,https://myanimelist.net/manga/74335/Steins_Gate,https://cdn.myanimelist.net/r/100x140/images/manga/1/128929.jpg?s=e85b8dab1db3b4501364d912d09580dc,,,,
,Kakusansei Million Arthur: Gunjou no Sorcery Lord,Manga,3,2013,2015,https://myanimelist.net/manga/62545/Kakusansei_Million_Arthur__Gunjou_no_Sorcery_Lord,https://cdn.myanimelist.net/r/100x140/images/manga/3/114207.jpg?s=e8d951fd639a273adbd335f01333c145,,,,
,Yoru wa Betsu no Kao,Manga,1,,,https://myanimelist.net/manga/25526/Yoru_wa_Betsu_no_Kao,https://cdn.myanimelist.net/r/100x140/images/manga/3/269020.jpg?s=cc1cf7376dbf9d6bd2770bc2128ce631,,,,
,Shitsuji-tachi no Chinmoku,Manga,13,2016,2020,https://myanimelist.net/manga/103795/Shitsuji-tachi_no_Chinmoku,https://cdn.myanimelist.net/r/100x140/images/manga/3/190021.jpg?s=52e8938ed5fd512e8218ae1b35520db0,,,,
,Kenja wa Nemuru: Shinjou Mimei no Houseki Jikenbo,Manga,2,2002,2003,https://myanimelist.net/manga/3494/Kenja_wa_Nemuru__Shinjou_Mimei_no_Houseki_Jikenbo,https://cdn.myanimelist.net/r/100x140/images/manga/2/116481.jpg?s=eeb6287341f40a18ae6c893b5476c19d,,,,
,Kizu,Manga,1,2007,2007,https://myanimelist.net/manga/13988/Kizu,https://cdn.myanimelist.net/r/100x140/images/manga/1/260801.jpg?s=1d99579759af7495cbc2322b2c68c073,,,,
,Darenidemo Dekiru Kage kara Tasukeru Maou Toubatsu,Manga,,2017,,https://myanimelist.net/manga/121898/Darenidemo_Dekiru_Kage_kara_Tasukeru_Maou_Toubatsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/226400.jpg?s=67a093eb0621a0a98897612d7f4d818e,,,,
,Cinderella Knight,Manga,2,1981,1982,https://myanimelist.net/manga/49585/Cinderella_Knight,https://cdn.myanimelist.net/r/100x140/images/manga/4/87497.jpg?s=e8402a6d3656067436d9adf3b7637fbc,,,,
,"My Brother and Boyfriend, and He",Manhwa,10,,,https://myanimelist.net/manga/16975/My_Brother_and_Boyfriend_and_He,https://cdn.myanimelist.net/r/100x140/images/manga/3/25283.jpg?s=57a0a474a1a4f8be04ca438232af365f,,,,
,Soushoku Danshi Okotowari!?,One-shot,,2011,2011,https://myanimelist.net/manga/79397/Soushoku_Danshi_Okotowari,https://cdn.myanimelist.net/r/100x140/images/manga/3/137727.jpg?s=8447b6176a19eff3f52b29e381a48d3b,,,,
,Hatsukoi Lovers,One-shot,,2012,2012,https://myanimelist.net/manga/46188/Hatsukoi_Lovers,https://cdn.myanimelist.net/r/100x140/images/manga/3/111313.jpg?s=1b83af135c9e535098a671fbb4beeb87,,,,
,One Day,Manhua,1,,,https://myanimelist.net/manga/10440/One_Day,https://cdn.myanimelist.net/r/100x140/images/manga/1/14045.jpg?s=a4dcf20b9115255ee99dc5ab4bb7cbe4,,,,
,Jesus!,Manga,1,,,https://myanimelist.net/manga/10880/Jesus,https://cdn.myanimelist.net/r/100x140/images/manga/5/282685.jpg?s=629df7c193c4ad9220b4aad0abaabd08,,,,
,Niwaka Reijou wa Outaishi Denka no Yatoware Konyakusha,Manga,,2019,,https://myanimelist.net/manga/120898/Niwaka_Reijou_wa_Outaishi_Denka_no_Yatoware_Konyakusha,https://cdn.myanimelist.net/r/100x140/images/manga/1/225513.jpg?s=9aaa164ef1b5d7c05a556003e4879f70,,,,
,Hensoku-kei Quadrangle,Manga,5,2015,2017,https://myanimelist.net/manga/89706/Hensoku-kei_Quadrangle,https://cdn.myanimelist.net/r/100x140/images/manga/1/165854.jpg?s=6ee3d5145dcc646ea22336f52db88fa4,,,,
,Suzumiya Haruhi Series: Atezuppo Numbers,Light-Novel,,2013,2013,https://myanimelist.net/manga/69957/Suzumiya_Haruhi_Series__Atezuppo_Numbers,https://cdn.myanimelist.net/r/100x140/images/manga/2/123311.jpg?s=cd2237aa75335481db45b30e266c24f6,,,,
,Royal 17,Manga,3,,,https://myanimelist.net/manga/1539/Royal_17,https://cdn.myanimelist.net/r/100x140/images/manga/1/1495.jpg?s=55c53322a22a19801bb626e7978ed97c,,,,
,Aniyome-san no Sewa wo Yaku,Manga,,2021,,https://myanimelist.net/manga/136863/Aniyome-san_no_Sewa_wo_Yaku,https://cdn.myanimelist.net/r/100x140/images/manga/2/251097.jpg?s=2964c05fb99cbc8ea421ed09b607ebe4,,,,
,Alabaster,Manga,3,1970,1971,https://myanimelist.net/manga/22194/Alabaster,https://cdn.myanimelist.net/r/100x140/images/manga/1/36119.jpg?s=7181bee17208ac32c68f6092f814ea93,,,,
,Seijo no Maryoku wa Bannou desu,Light-Novel,,2017,,https://myanimelist.net/manga/111629/Seijo_no_Maryoku_wa_Bannou_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/204905.jpg?s=94e63e7dee49ef5b606a31331264f368,,,,
,Ouji no Kikan,Manga,1,2010,2010,https://myanimelist.net/manga/21074/Ouji_no_Kikan,https://cdn.myanimelist.net/r/100x140/images/manga/1/33817.jpg?s=5ecd7170b481b2059c48a6fc8accb35f,,,,
,Cuprum no Hanayome,Manga,,2020,,https://myanimelist.net/manga/127084/Cuprum_no_Hanayome,https://cdn.myanimelist.net/r/100x140/images/manga/1/239731.jpg?s=c31a81eea91e19cd24900569304f2214,,,,
,Bocchan to Maid,Manga,,2015,,https://myanimelist.net/manga/103709/Bocchan_to_Maid,https://cdn.myanimelist.net/r/100x140/images/manga/2/189895.jpg?s=6b8ddf1ca6aa09e029a4d7a35735a502,,,,
,Sunabouzu,Manga,22,1997,2020,https://myanimelist.net/manga/10016/Sunabouzu,https://cdn.myanimelist.net/r/100x140/images/manga/3/51325.jpg?s=e05d08c2aec6f0a26c13d3d7e6f5dd86,,,,
,Cigarette & Cherry,Manga,11,2017,2020,https://myanimelist.net/manga/112347/Cigarette___Cherry,https://cdn.myanimelist.net/r/100x140/images/manga/2/207954.jpg?s=ae895c5697d05ef689a91dcd61e3a43a,,,,
,Blend S,Manga,8,2013,2022,https://myanimelist.net/manga/86330/Blend_S,https://cdn.myanimelist.net/r/100x140/images/manga/2/149976.jpg?s=f3900d059f8bc50706735cc0ea640fee,,,,
,Last 10 Millimeters,One-shot,,2011,2011,https://myanimelist.net/manga/40029/Last_10_Millimeters,https://cdn.myanimelist.net/r/100x140/images/manga/3/70813.jpg?s=bce53a81bd9ddfbbc2cefb0788d7ac7c,,,,
,Joyful Days?,One-shot,,,,https://myanimelist.net/manga/13664/Joyful_Days,https://cdn.myanimelist.net/r/100x140/images/manga/1/82714.jpg?s=1f1b5ea14a20a76f00fa1a218aa2b8bb,,,,
,Gakuyaura Ouji,Manga,2,,,https://myanimelist.net/manga/625/Gakuyaura_Ouji,https://cdn.myanimelist.net/r/100x140/images/manga/2/185823.jpg?s=75f850f63be439b89c6582c845d4c803,,,,
,Bessatsu School Rumble,One-shot,,2010,2010,https://myanimelist.net/manga/18982/Bessatsu_School_Rumble,https://cdn.myanimelist.net/r/100x140/images/manga/3/29068.jpg?s=d8d7e766a63d91d97c2da9c72cecf409,,,,
,Cherry x Cherry,Manga,2,2008,2008,https://myanimelist.net/manga/10706/Cherry_x_Cherry,https://cdn.myanimelist.net/r/100x140/images/manga/1/50089.jpg?s=487a2be30b267d895d020f9f4f626cf6,,,,
,Kuro no Souzou Shoukanshi,Manga,1,2015,2016,https://myanimelist.net/manga/95255/Kuro_no_Souzou_Shoukanshi,https://cdn.myanimelist.net/r/100x140/images/manga/2/190245.jpg?s=8c617e457e05247ac11713c335174912,,,,
,Azrael's Edge,Manga,1,2005,2006,https://myanimelist.net/manga/4488/Azraels_Edge,https://cdn.myanimelist.net/r/100x140/images/manga/3/21416.jpg?s=049b90d30446792599cf45004a6a4128,,,,
,Mahoutsukai to Hoshifuru Niwa,Manga,3,2015,2016,https://myanimelist.net/manga/95918/Mahoutsukai_to_Hoshifuru_Niwa,https://cdn.myanimelist.net/r/100x140/images/manga/1/174593.jpg?s=c3f801896f2f6754dbfe50dc90bd666b,,,,
,Horan,One-shot,,,,https://myanimelist.net/manga/5929/Horan,https://cdn.myanimelist.net/r/100x140/images/manga/1/84433.jpg?s=43b393fb22da17f54786a19343077439,,,,
,Tate no Yuusha no Nariagari,Manga,,2014,,https://myanimelist.net/manga/67615/Tate_no_Yuusha_no_Nariagari,https://cdn.myanimelist.net/r/100x140/images/manga/2/130759.jpg?s=7a957a7b030cf6f09b022418663fc7aa,,,,
,The iDOLM@STER,Manga,6,2012,2016,https://myanimelist.net/manga/44037/The_iDOLMSTER,https://cdn.myanimelist.net/r/100x140/images/manga/1/111813.jpg?s=731397f9951b585d3cddae63e69bf760,,,,
,Yu☆Gi☆Oh! GX,Manga,9,2005,2011,https://myanimelist.net/manga/3041/Yu☆Gi☆Oh_GX,https://cdn.myanimelist.net/r/100x140/images/manga/3/178240.jpg?s=9f576c4958a46b815d4241b13f535e18,,,,
,High School DxD DX,Light-Novel,,2011,,https://myanimelist.net/manga/87375/High_School_DxD_DX,https://cdn.myanimelist.net/r/100x140/images/manga/2/152737.jpg?s=053c9bdeac140dc38e1852052e67b0e5,,,,
,Violet Evergarden Gaiden,Light-Novel,1,2018,2018,https://myanimelist.net/manga/113819/Violet_Evergarden_Gaiden,https://cdn.myanimelist.net/r/100x140/images/manga/2/224184.jpg?s=3f7cd81ba3b38a03d60a709078aa4fa5,,,,
,Amon Saga: Tsuki no Miko,Manga,1,1998,1998,https://myanimelist.net/manga/82073/Amon_Saga__Tsuki_no_Miko,https://cdn.myanimelist.net/r/100x140/images/manga/2/142387.jpg?s=9dfe608c938b2ee046911935ef65059f,,,,
,Liang Bu Yi,Manhua,,2016,2019,https://myanimelist.net/manga/132828/Liang_Bu_Yi,https://cdn.myanimelist.net/r/100x140/images/manga/2/257382.jpg?s=a72553ea5fae6f4d31640adb740e60de,,,,
,Hanabatake no Ibérico,One-shot,,2015,2015,https://myanimelist.net/manga/89866/Hanabatake_no_Ibérico,https://cdn.myanimelist.net/r/100x140/images/manga/3/157179.jpg?s=ed3d6d2fdf9ca797e67e4506b1672fdf,,,,
,Black Milk,One-shot,,2021,2021,https://myanimelist.net/manga/133606/Black_Milk,https://cdn.myanimelist.net/r/100x140/images/manga/1/240935.jpg?s=974dc5efaa31a302076c220cd2f0c436,,,,
,Gokujou no Yoru wo Ageru,Manga,1,,,https://myanimelist.net/manga/10565/Gokujou_no_Yoru_wo_Ageru,https://cdn.myanimelist.net/r/100x140/images/manga/2/14503.jpg?s=daee36234964be510c20fd290fb98293,,,,
,Return,Manga,7,,,https://myanimelist.net/manga/7927/Return,https://cdn.myanimelist.net/r/100x140/images/manga/1/10808.jpg?s=72f2cc27168c1c2a15ab828394de0795,,,,
,The Fable: The Second Contact,Manga,,2021,,https://myanimelist.net/manga/142997/The_Fable__The_Second_Contact,https://cdn.myanimelist.net/r/100x140/images/manga/1/254075.jpg?s=efd48c4f598a428fbda39f8a51cd45d6,,,,
,Boku no Hero Academia the Movie: Futari no Hero,Light-Novel,1,2018,2018,https://myanimelist.net/manga/133056/Boku_no_Hero_Academia_the_Movie__Futari_no_Hero,https://cdn.myanimelist.net/r/100x140/images/manga/3/243325.jpg?s=1fff51b98b0be32586982d2faa233c90,,,,
,Karaoke Iko!,Manga,1,2019,2019,https://myanimelist.net/manga/130181/Karaoke_Iko,https://cdn.myanimelist.net/r/100x140/images/manga/1/235806.jpg?s=f779ea24f3323895e26875904782548b,,,,
,Watashi no Joushi,Manga,8,2015,2018,https://myanimelist.net/manga/90248/Watashi_no_Joushi,https://cdn.myanimelist.net/r/100x140/images/manga/3/165623.jpg?s=586781a4dc54e018508af39e3a7896a0,,,,
,Balance Policy,Manga,2,2010,2014,https://myanimelist.net/manga/24706/Balance_Policy,https://cdn.myanimelist.net/r/100x140/images/manga/2/260632.jpg?s=aba81bf0b44dc8d9d8946b1970317b58,,,,
,Kumika no Mikaku,Manga,6,2015,2018,https://myanimelist.net/manga/100495/Kumika_no_Mikaku,https://cdn.myanimelist.net/r/100x140/images/manga/1/182439.jpg?s=8e12996fe0e517e7df918c98f84627ef,,,,
,Saikin Kono Sekai wa Watashi dake no Mono ni Narimashita......,Manga,4,2012,2017,https://myanimelist.net/manga/78049/Saikin_Kono_Sekai_wa_Watashi_dake_no_Mono_ni_Narimashita,https://cdn.myanimelist.net/r/100x140/images/manga/2/175167.jpg?s=be787205a14b77e06609949e16a3466f,,,,
,Hayabusa,Manga,1,,,https://myanimelist.net/manga/4284/Hayabusa,https://cdn.myanimelist.net/r/100x140/images/manga/2/4993.jpg?s=0697d7f19547bb86db81056d99d895f7,,,,
,Acony,Manga,3,2004,2010,https://myanimelist.net/manga/1285/Acony,https://cdn.myanimelist.net/r/100x140/images/manga/1/21804.jpg?s=5a90332d999da2ff9fd86c88a8c256b6,,,,
,Takasugi-san no Chibiyan Hero,Manga,2,2019,2020,https://myanimelist.net/manga/124603/Takasugi-san_no_Chibiyan_Hero,https://cdn.myanimelist.net/r/100x140/images/manga/1/227458.jpg?s=3d8b3169b1cb39927b52348b0d2a02a3,,,,
,Clannad,Manga,8,2005,2009,https://myanimelist.net/manga/2598/Clannad,https://cdn.myanimelist.net/r/100x140/images/manga/3/6142.jpg?s=f4e86505830480d211b08d8cc7253632,,,,
,Isekai Goumon-hime,Light-Novel,10,2016,2020,https://myanimelist.net/manga/97869/Isekai_Goumon-hime,https://cdn.myanimelist.net/r/100x140/images/manga/1/175275.jpg?s=8e139478360b5108e36d559e1f0f01b8,,,,
,Shimekiri Mae ni wa Yuri ga Hakadoru,Manga,,2021,,https://myanimelist.net/manga/142230/Shimekiri_Mae_ni_wa_Yuri_ga_Hakadoru,https://cdn.myanimelist.net/r/100x140/images/manga/1/257681.jpg?s=d5c960a7d5521c0a0fda061d8f2ae1b7,,,,
,Tomo-chan wa Onnanoko!,Manga,8,2015,2019,https://myanimelist.net/manga/92149/Tomo-chan_wa_Onnanoko,https://cdn.myanimelist.net/r/100x140/images/manga/3/169710.jpg?s=17cf71272870dc6ffc0c2a6737eba966,,,,
,Gomashio to Pudding,Manga,3,2018,2020,https://myanimelist.net/manga/131807/Gomashio_to_Pudding,https://cdn.myanimelist.net/r/100x140/images/manga/3/238374.jpg?s=1fda1ac715cc720e2727998298d17495,,,,
,Lady Masquerade,Manga,2,,,https://myanimelist.net/manga/4160/Lady_Masquerade,https://cdn.myanimelist.net/r/100x140/images/manga/5/34910.jpg?s=389399a68dfcdb609acb90a11ddd85a3,,,,
,Densha Otoko,Light-Novel,1,2004,2004,https://myanimelist.net/manga/9264/Densha_Otoko,https://cdn.myanimelist.net/r/100x140/images/manga/3/202493.jpg?s=e7b8ed652bd7d0e60e7e3cbebb49be8a,,,,
,Rakko 11-gou,One-shot,,2010,2010,https://myanimelist.net/manga/21274/Rakko_11-gou,https://cdn.myanimelist.net/r/100x140/images/manga/3/34222.jpg?s=618bfbdd8cae0e6515783865fa90f4cc,,,,
,Street Fighter III RYU FINAL,Manga,2,,,https://myanimelist.net/manga/10930/Street_Fighter_III_RYU_FINAL,https://cdn.myanimelist.net/r/100x140/images/manga/2/268457.jpg?s=a5e40d52a3ac96d101fd436f6b2d63fd,,,,
,Juuhime: Phantom Pain,Manga,6,2010,2014,https://myanimelist.net/manga/31439/Juuhime__Phantom_Pain,https://cdn.myanimelist.net/r/100x140/images/manga/1/119197.jpg?s=7fe5e0ed4f88bf8e1b98279f46226e8b,,,,
,Dragons Rioting,Manga,9,2012,2016,https://myanimelist.net/manga/49361/Dragons_Rioting,https://cdn.myanimelist.net/r/100x140/images/manga/3/188781.jpg?s=c55e7f62474d6645afd7a327f94597b7,,,,
,Eikou no Te,Manga,2,,,https://myanimelist.net/manga/3596/Eikou_no_Te,https://cdn.myanimelist.net/r/100x140/images/manga/3/3998.jpg?s=7606970b2582dcb1cc47a76fc61b9db5,,,,
,Honorable Baek Dong Soo,Manhwa,9,,,https://myanimelist.net/manga/26807/Honorable_Baek_Dong_Soo,https://cdn.myanimelist.net/r/100x140/images/manga/3/51323.jpg?s=0b111ffceed4e7a8c5c74094c1914b64,,,,
,Hamtaro,Manga,5,,,https://myanimelist.net/manga/11696/Hamtaro,https://cdn.myanimelist.net/r/100x140/images/manga/2/15875.jpg?s=31406c56a8af3c847935a8f9df7ba33a,,,,
,Temple,Manga,,2018,,https://myanimelist.net/manga/120643/Temple,https://cdn.myanimelist.net/r/100x140/images/manga/2/221611.jpg?s=0f76ae4e53bc55247588e0e4c8ecfa98,,,,
,NEET dakedo Hello Work ni Ittara Isekai ni Tsuretekareta,Manga,,2017,,https://myanimelist.net/manga/113558/NEET_dakedo_Hello_Work_ni_Ittara_Isekai_ni_Tsuretekareta,https://cdn.myanimelist.net/r/100x140/images/manga/1/213411.jpg?s=76c05f21e7a353e5109459816f60bcb9,,,,
,Palace Meidi,Manga,7,2012,2017,https://myanimelist.net/manga/63531/Palace_Meidi,https://cdn.myanimelist.net/r/100x140/images/manga/1/195235.jpg?s=f64a368e4f9d8673e3dac2952ba66a38,,,,
,"Aishite Nai, kamo.",Manga,1,2016,2016,https://myanimelist.net/manga/99536/Aishite_Nai_kamo,https://cdn.myanimelist.net/r/100x140/images/manga/1/191729.jpg?s=d3016f05b6c5d8c9322bcc8c2c23b387,,,,
,G,Manga,1,1986,1987,https://myanimelist.net/manga/35475/G,https://cdn.myanimelist.net/r/100x140/images/manga/3/64533.jpg?s=c392d34fbe53caca91746072ab01bfda,,,,
,Sayonara Watashi-tachi,Manga,1,2005,2009,https://myanimelist.net/manga/17174/Sayonara_Watashi-tachi,https://cdn.myanimelist.net/r/100x140/images/manga/2/267566.jpg?s=e19ba99909542d440047cedd05ee877a,,,,
,"Around 30 dakedo, Hatsukoi desu.",Manga,7,2018,2021,https://myanimelist.net/manga/117474/Around_30_dakedo_Hatsukoi_desu,https://cdn.myanimelist.net/r/100x140/images/manga/3/219872.jpg?s=b98f1c91b45c777db52ae0863e729fdc,,,,
,Migawari Hakushaku to Himitsu no Nikki,Manga,1,2012,2013,https://myanimelist.net/manga/81985/Migawari_Hakushaku_to_Himitsu_no_Nikki,https://cdn.myanimelist.net/r/100x140/images/manga/1/141939.jpg?s=a05f2dc68106e8ca31422ba3486bd595,,,,
,Tokyo Ants,Manga,1,1998,2001,https://myanimelist.net/manga/4911/Tokyo_Ants,https://cdn.myanimelist.net/r/100x140/images/manga/3/112077.jpg?s=e8e9ae0c8b5dea736fbcce48dcb3af05,,,,
,"Cherry Boy, That Girl",Manhwa,,2012,2015,https://myanimelist.net/manga/73435/Cherry_Boy_That_Girl,https://cdn.myanimelist.net/r/100x140/images/manga/2/127473.jpg?s=0676686c1475677e5e28c0d8fc5269e9,,,,
,Ubawareta Hanayome,Manga,1,,,https://myanimelist.net/manga/41389/Ubawareta_Hanayome,https://cdn.myanimelist.net/r/100x140/images/manga/2/72535.jpg?s=78c4a3738f3fca54a80b76c12b2ed4f6,,,,
,Graecia no Mahou,Manga,1,,,https://myanimelist.net/manga/35787/Graecia_no_Mahou,https://cdn.myanimelist.net/r/100x140/images/manga/3/64847.jpg?s=83d1c734708369d19c80d723f19a40b5,,,,
,Chou no Michiyuki,Manga,1,2014,2014,https://myanimelist.net/manga/88699/Chou_no_Michiyuki,https://cdn.myanimelist.net/r/100x140/images/manga/2/154703.jpg?s=4a45bfbc75eabce720388f998612d6e6,,,,
